Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE35,OUT019,158.88851765989503
NCD31,OUT035,2912.425746516709
FDJ56,OUT035,1721.5474451311386
NCU53,OUT046,2503.609923210057
FDD39,OUT035,3511.1431327864466
NCU17,OUT019,262.2512003231211
FDJ20,OUT046,2097.498417473269
NCW41,OUT018,2310.7174413454927
FDL52,OUT035,667.5272390805843
FDS39,OUT035,2308.011555680118
DRJ47,OUT045,2908.9312824776157
FDP13,OUT010,109.2915596789279
DRK39,OUT010,189.1920754797414
FDF28,OUT010,271.78850617330517
FDB09,OUT045,1896.2069919138708
FDM51,OUT046,1701.2954730681763
DRM49,OUT018,667.1384631470609
DRF23,OUT013,3121.5262781560823
DRH01,OUT035,2979.664077951425
FDH12,OUT027,2744.436480775883
FDA28,OUT019,294.26656432523964
FDW37,OUT018,1311.2983558396047
FDF02,OUT046,1750.5515993836552
DRL37,OUT046,661.0061448274589
NCF43,OUT046,2177.8836629347234
FDH08,OUT010,640.3782299665804
FDR34,OUT019,620.130440430839
NCK19,OUT049,3284.7763434500166
NCD55,OUT018,541.6638194299254
FDT27,OUT049,3992.722689739513
FDQ57,OUT045,2382.7517901774927
FDA47,OUT035,2729.2474287952123
DRG15,OUT027,1850.710587095087
FDE05,OUT018,1993.0500972054056
FDN46,OUT046,1749.9599739331532
FDX27,OUT027,2644.9731289498013
FDT51,OUT045,1893.6659844172273
FDU33,OUT013,704.8147097234655
FDJ16,OUT027,1765.5786724879456
FDD20,OUT019,314.1189743024334
FDT36,OUT049,683.6527268969537
DRF15,OUT027,3874.652232332457
FDN52,OUT010,186.8678387624097
FDC22,OUT027,5192.902389775259
FDX15,OUT045,2624.409959362302
FDT13,OUT013,3273.8400494131306
FDU04,OUT017,2106.807253287092
FDU31,OUT019,562.5108271636877
FDW59,OUT027,2410.3901796918017
NCO29,OUT046,2510.11322761158
FDL15,OUT035,2568.656409729313
FDI41,OUT049,2359.9111026044206
FDQ48,OUT049,1731.3162868380878
DRI39,OUT013,732.9280454994092
FDI08,OUT013,4004.1909158787057
FDC21,OUT049,1887.8416350783311
FDF58,OUT035,1054.4185862812708
FDS08,OUT010,438.74470457138455
FDE47,OUT045,1925.0430990336652
NCP18,OUT019,370.4144919716345
NCR41,OUT013,1533.722742159756
FDA27,OUT013,4028.046110363189
FDA43,OUT035,3160.441955391549
FDA49,OUT045,1343.750064200735
NCE55,OUT018,2628.6754889062477
DRM49,OUT027,1351.0153722216305
FDF22,OUT027,5517.757079473501
FDQ15,OUT018,1181.3818110639784
NCS54,OUT017,2962.062441730151
NCY05,OUT013,614.8178300802983
FDR45,OUT046,3821.841559515339
FDK57,OUT049,2056.7917048380455
FDF41,OUT010,654.5869222030692
FDV21,OUT046,2176.362287104309
FDD51,OUT046,747.784438986139
FDF33,OUT046,1821.8380102582314
FDA38,OUT046,3837.3705231449376
FDR56,OUT045,3034.1891129981123
NCN41,OUT017,2026.6655123004778
FDC60,OUT027,2562.7341978199715
FDB47,OUT045,3348.8208370444445
DRH01,OUT013,2907.9102296025467
FDW08,OUT046,1760.3366128386776
FDF38,OUT027,1157.949497403842
FDY32,OUT017,2514.26793450831
FDG34,OUT049,1883.974995816245
FDG47,OUT019,765.7441716204049
NCF18,OUT035,3078.094681181835
FDL39,OUT019,464.06532556224033
NCH55,OUT035,2095.891316620567
DRJ35,OUT049,965.4895014779172
FDS44,OUT035,3874.2087280176597
DRE01,OUT018,3621.7885694959573
FDY39,OUT013,2991.8708287488366
FDY32,OUT018,2412.6051834289087
FDR33,OUT027,2860.0773216868856
NCP50,OUT049,1332.3621331184745
FDZ47,OUT018,1358.4021137767274
FDU57,OUT049,2483.4352437786383
FDY44,OUT013,2937.949170095178
DRH59,OUT018,1093.8713619303082
FDB03,OUT027,6116.988764053065
FDY46,OUT045,2742.39396455882
FDM39,OUT045,2770.331114506781
FDY36,OUT035,1304.139513148084
NCM55,OUT035,3110.826013518132
FDJ50,OUT010,162.8219348950014
DRL60,OUT013,2295.7968530675626
NCJ54,OUT049,4119.838012011928
FDX59,OUT017,616.1183857502097
FDI07,OUT013,2988.957320416018
DRF51,OUT010,124.83834855555732
FDM14,OUT017,1788.8273745340684
FDP21,OUT045,2997.9057705681216
FDE40,OUT035,1108.7222541387227
FDE05,OUT035,2597.9697740069955
FDM13,OUT027,3344.0967754038534
FDC34,OUT027,4074.4422863027658
NCI55,OUT018,1786.5380534391288
NCE43,OUT018,2472.2798991696673
FDW58,OUT018,1431.0427069004727
FDG60,OUT045,3623.467672136446
FDV31,OUT017,2804.436066347365
FDR47,OUT013,3059.784665263848
FDM60,OUT019,97.44267478239955
NCF06,OUT018,3411.151105903044
NCN26,OUT027,2961.731561304978
FDQ59,OUT049,1340.0878400263412
FDF09,OUT046,702.7352623875532
NCS06,OUT017,4005.4972465647916
FDT44,OUT046,1870.0556712670273
FDI19,OUT017,4013.682710686378
FDT22,OUT017,958.4044677479696
NCF54,OUT027,4649.849941741767
DRG25,OUT045,2851.811733749787
FDB59,OUT017,3157.4611517806647
FDQ37,OUT017,3210.4986617970867
FDP56,OUT035,766.7361643662969
FDW44,OUT035,2826.16295474685
FDJ26,OUT010,637.092764276068
FDU43,OUT018,3275.5804802671996
FDW33,OUT045,1629.3467662651328
NCX53,OUT027,3692.7566472024632
FDN56,OUT010,389.27970166127045
DRF15,OUT049,2448.2304487970086
FDO33,OUT017,1793.8541740302117
FDZ39,OUT010,210.69961363545048
NCJ19,OUT017,892.7405693654945
FDU01,OUT035,3047.148011518002
FDT12,OUT035,3985.562485264487
NCM18,OUT018,870.5310041848093
FDP19,OUT017,2165.7484117579793
NCR42,OUT049,692.6081240661413
FDN10,OUT046,1953.795462959338
FDG44,OUT017,862.9626454690797
FDQ10,OUT046,2730.86102000608
DRH13,OUT049,1645.5500531646571
FDT52,OUT013,3974.651191126198
FDM56,OUT045,1686.0803843384792
NCO43,OUT010,232.86578429710434
NCV29,OUT035,3027.535639356586
NCF06,OUT013,4386.8459955796
FDO50,OUT035,1425.2417579933096
FDT59,OUT013,3752.1826537742145
FDX40,OUT027,1090.5319474242951
FDE50,OUT017,3100.3611244643216
FDX51,OUT017,3255.6675420017446
NCD30,OUT018,1369.0623079501725
FDK15,OUT013,1679.3236858852047
FDL12,OUT045,1011.8791217992092
FDK46,OUT017,4101.510571122003
DRH49,OUT010,187.93981995326428
FDQ57,OUT046,2221.3549028165903
FDY59,OUT017,1558.4732358665306
FDO09,OUT018,3560.335531113533
NCG30,OUT035,1988.8111270167667
FDM09,OUT017,2787.5755658567464
NCN17,OUT027,2637.826272524694
NCS42,OUT013,1450.443868459285
FDD02,OUT019,291.7840089735689
FDE34,OUT013,3312.723315821109
FDU38,OUT045,2988.8269149957805
FDB33,OUT046,2374.3935203164015
NCJ29,OUT017,1420.6462025832611
FDZ27,OUT035,761.8054550732253
FDI40,OUT013,1650.0520916629666
FDG22,OUT013,649.3986696705927
FDT51,OUT017,1961.1473281377862
FDF20,OUT018,2952.217566577768
FDV50,OUT035,1954.90552941284
FDT02,OUT049,695.8811073320564
DRC49,OUT017,2467.2158029560965
FDF26,OUT049,2475.8249111685204
FDV52,OUT035,1960.6114333244313
FDX59,OUT049,692.7530383326349
FDV25,OUT035,3563.1083739416786
FDW23,OUT027,1114.6247724829116
FDE53,OUT018,1494.3866233043432
FDA19,OUT017,2118.4186769156845
FDH22,OUT046,2082.0880635435765
NCO41,OUT013,1571.5670038148692
FDX12,OUT017,4160.229985587794
FDF17,OUT013,3045.1441105333192
FDS11,OUT045,3910.949336964617
FDR51,OUT035,2636.9562240092428
FDT49,OUT010,234.65207316017805
FDC56,OUT013,1881.7531553240667
FDR13,OUT027,2996.836050535692
FDQ60,OUT035,2003.1733037589158
FDN38,OUT049,4247.317928805037
NCL29,OUT013,2388.797261887359
FDO13,OUT027,4297.30284907679
FDE26,OUT018,1949.0559239062059
FDA31,OUT010,411.022275288419
FDX14,OUT035,1306.5781089553732
FDA34,OUT045,3001.635377447508
FDF26,OUT013,2312.4904973826788
FDE38,OUT045,2683.815311408827
DRI11,OUT046,1899.636071376185
FDQ60,OUT027,3041.6499283541266
FDL21,OUT027,1166.7002484811833
DRC12,OUT027,5304.236602333686
FDC47,OUT046,3482.816494610391
FDE57,OUT045,2172.196274679833
FDT14,OUT045,1896.880984719809
NCZ53,OUT046,3130.8900443622574
FDE28,OUT018,3349.6549221466157
FDR19,OUT035,2575.819424303269
NCF54,OUT019,444.2715848975572
FDZ08,OUT046,1335.5972417268235
NCJ05,OUT018,2221.737190916695
FDF59,OUT046,2104.9158398285117
NCO05,OUT035,1798.2665990347166
FDW24,OUT018,707.2397166756855
NCX42,OUT018,2481.9977808185117
NCA53,OUT035,740.5055882257293
FDI45,OUT019,472.30530689427627
FDG46,OUT046,2042.495918193179
FDM20,OUT010,626.3132304353516
FDW11,OUT010,164.49068370624707
FDX08,OUT035,3040.937844087636
NCK17,OUT035,693.5536182877285
FDK32,OUT018,2139.324348639078
NCA42,OUT035,2648.9790020801606
DRI01,OUT035,2957.762711199585
NCL55,OUT049,4181.063965255732
DRE25,OUT018,1326.8344465559958
FDD14,OUT017,3041.098753345819
FDB10,OUT046,3722.0345445150683
DRN11,OUT035,2438.3793176909317
FDP38,OUT018,707.4786895088898
NCA30,OUT017,3042.1608992945544
FDT15,OUT017,3174.523131170574
NCP55,OUT018,788.5491928102267
FDF12,OUT035,2560.7314119322323
FDM21,OUT018,3562.4572003392973
FDX56,OUT035,3420.697243386875
FDF10,OUT017,2647.11351754268
FDT32,OUT045,2920.0445427445043
FDM51,OUT018,1391.4533935529041
NCR50,OUT018,2201.105613635815
FDI19,OUT049,4187.993787816905
FDX21,OUT017,1695.5217967997683
FDR31,OUT035,2534.905103338381
FDY02,OUT013,4220.042406710137
NCA29,OUT045,3014.8184337753814
NCX17,OUT046,3486.676881928113
FDM12,OUT045,2914.9324209248857
FDI53,OUT027,4157.706785544583
NCU30,OUT049,2842.295906942687
FDC56,OUT027,3104.984687512732
FDK27,OUT018,1796.3740465056187
NCK18,OUT017,2681.373794376175
FDB52,OUT019,737.2866775502068
DRG25,OUT027,5178.574882826774
FDZ13,OUT049,887.6713510210833
FDB57,OUT019,608.9424517627008
FDR40,OUT046,1364.6057001572626
NCO14,OUT019,122.8418243565096
NCN19,OUT045,2840.3385123799067
FDQ28,OUT019,376.15798461517153
FDO13,OUT018,2439.308626283399
FDK48,OUT013,1218.3573122750565
FDU07,OUT018,2166.0792124126474
FDW20,OUT046,2131.97904344778
FDV12,OUT010,202.22446922768523
FDH24,OUT013,2441.3730379031217
FDV59,OUT049,3606.1264851429164
FDK57,OUT045,1871.528328678242
FDL16,OUT027,1322.7327280963616
NCQ17,OUT046,2397.134521081588
FDJ15,OUT018,2705.1108294635137
FDX24,OUT049,1505.726711562967
FDT47,OUT046,1624.2173935459869
FDT10,OUT049,985.4950406241488
FDZ37,OUT018,1284.9013024077724
FDW43,OUT027,6161.735198264396
DRN36,OUT017,1552.9649274457706
FDJ14,OUT045,1302.921716510036
FDA32,OUT013,3394.7729323639687
FDJ38,OUT019,546.6070532316045
FDQ57,OUT017,2459.7961163886775
NCQ41,OUT019,502.6856596496678
FDG56,OUT049,968.8338861460045
DRC13,OUT027,3219.26265922101
FDV55,OUT035,2453.517923560202
FDQ49,OUT045,2732.4497702545723
FDE29,OUT010,171.0734219349044
FDR03,OUT013,3207.514505978501
FDD45,OUT049,1495.8713201572357
FDN38,OUT010,630.9959783027307
FDT56,OUT046,947.6609719234168
FDT48,OUT045,3076.032198104997
FDU03,OUT049,3100.3070449821266
FDC56,OUT010,258.3380636260543
NCO43,OUT027,2600.586869569521
FDQ27,OUT017,1811.2645079823278
FDR03,OUT046,3265.7056499214414
DRH23,OUT010,168.79823565852908
FDG22,OUT045,628.4394527503683
NCJ42,OUT013,1688.0255088660667
FDR24,OUT046,1418.3483806551315
FDW60,OUT035,2855.6413601899853
FDJ08,OUT013,3276.4815491465306
DRL59,OUT018,710.7107007870273
FDG60,OUT010,628.1725025807582
FDW27,OUT017,2623.317967421267
FDX14,OUT018,1134.078649725347
FDC20,OUT013,746.9783793305126
NCS29,OUT018,3621.8515640645705
FDJ56,OUT046,1711.6358278791067
FDB20,OUT019,208.2424243384451
FDL28,OUT027,6127.881645855698
FDW01,OUT018,2118.337227426456
FDL03,OUT046,3075.189404745199
FDX22,OUT049,3616.66833500635
FDJ21,OUT035,2634.2012136006956
FDR31,OUT045,2559.3234380328486
FDG21,OUT035,2760.6426270368406
FDS22,OUT027,1233.190089365013
FDK08,OUT035,1668.7154851749447
FDE17,OUT018,2145.527203177249
NCN30,OUT017,1549.8693986182232
FDT50,OUT046,1599.9610726297078
NCX42,OUT049,2827.142471477736
FDJ12,OUT035,3653.40829369869
NCA18,OUT027,2993.476539658636
FDP23,OUT019,536.2679412816927
FDX12,OUT013,3802.323871672686
FDN40,OUT018,2248.2521697498137
FDV48,OUT035,1329.6042959749495
NCY54,OUT013,2930.2582383797867
FDL16,OUT010,134.25404713985682
FDR45,OUT018,3423.370129128924
FDJ52,OUT046,2399.7457755558794
DRG01,OUT017,1311.9132944695903
FDP52,OUT013,3706.460199649498
FDU58,OUT017,3174.394528570005
FDL02,OUT045,1590.652180088363
FDG28,OUT013,3959.241521860676
FDA19,OUT035,2105.3427228659984
FDW46,OUT027,1906.0531339889494
NCD43,OUT049,1674.8787878719843
DRG39,OUT013,713.9517524782638
NCF55,OUT049,716.7625815313087
FDJ07,OUT046,1996.1543228120022
FDE08,OUT046,2311.2331525260324
FDP56,OUT019,146.5722313200195
FDT45,OUT045,805.7477834054994
FDF17,OUT018,2968.9334466336177
FDX44,OUT046,1398.7144716515186
FDM28,OUT027,5074.823433037802
FDI36,OUT049,3191.3530855658
FDS07,OUT045,1791.0108433588646
FDD36,OUT045,1865.951215048431
FDW11,OUT046,962.6317014190864
FDN40,OUT049,2584.928934572577
NCQ18,OUT049,1581.4259368182236
NCQ54,OUT017,2827.78842977698
NCS42,OUT045,1496.38934128869
DRH39,OUT010,189.9818949586852
FDC09,OUT027,2704.416402878503
FDT08,OUT010,378.3229725784692
FDC08,OUT035,3993.8183110086957
FDT20,OUT017,652.471858341767
FDS35,OUT035,1103.9457084702058
FDX58,OUT018,2700.71737439424
FDW58,OUT046,1758.0579184449928
DRD27,OUT046,1621.9350347245913
FDH32,OUT019,259.80189248710474
FDS26,OUT035,4072.378263544855
FDQ31,OUT046,1432.3386195427572
FDP11,OUT018,3462.0932209645557
FDD58,OUT017,1750.3947983936441
FDM33,OUT045,3495.832304585681
FDZ16,OUT049,3190.9455527459886
NCS29,OUT010,812.6349823027058
NCM18,OUT019,168.1895296464966
FDP11,OUT049,3609.630684722909
NCC42,OUT017,2327.0296797861497
DRM23,OUT046,2627.6910012102385
NCN55,OUT027,6182.210017565775
FDK46,OUT013,4441.461037874815
FDR01,OUT046,3306.9586085483793
NCA05,OUT045,2489.421691493917
NCP43,OUT017,2978.605719189735
FDR12,OUT010,472.43530205492607
FDQ01,OUT013,4070.5579502639284
FDM13,OUT046,2112.5658420449918
FDQ19,OUT017,4120.526683022322
FDK56,OUT019,462.05533182835876
NCX06,OUT010,458.3530390606764
FDO56,OUT027,3037.877944445603
FDU45,OUT045,1889.1590361123194
FDI16,OUT019,153.94147527832817
FDL32,OUT046,1933.6725265633252
FDA07,OUT046,2149.3685364455896
FDA14,OUT045,2454.2618607027257
FDV46,OUT027,3559.7074676836964
NCO07,OUT035,3622.6200676087833
NCP41,OUT046,1761.608358735803
FDY60,OUT018,1916.5249784401572
FDN38,OUT017,4151.473311170841
FDO15,OUT046,1250.3084054020328
FDT60,OUT013,1955.5033643996721
FDA55,OUT035,4021.9291481917135
FDE02,OUT010,209.7998217522413
DRJ39,OUT049,3553.622237510106
FDV34,OUT035,1262.4741727616931
FDS20,OUT027,5188.79493074104
FDF02,OUT027,2681.0912948800888
FDW40,OUT017,2588.565539203835
NCB43,OUT046,2862.4597832431778
FDR58,OUT017,1485.1679461412066
DRJ59,OUT035,687.5711734350905
NCD30,OUT017,1602.7518124625328
FDE14,OUT017,1621.5276314640266
FDC28,OUT018,1527.3308555048695
FDU16,OUT018,1246.5092941391606
NCD19,OUT035,876.3645995353623
FDU21,OUT046,641.7887644336785
FDV59,OUT027,5575.3893520305755
FDU03,OUT045,2935.2958499549527
FDC33,OUT010,638.3353255674712
NCR42,OUT035,638.1274699312305
DRH59,OUT035,1307.514070767136
NCM31,OUT035,2323.20563741858
FDS50,OUT035,3521.934368819874
FDP39,OUT046,851.3187613474042
FDQ55,OUT013,1991.0030039504572
FDV36,OUT019,315.2641423694212
FDI05,OUT027,2219.99606663006
FDS45,OUT027,2807.467978084553
FDA39,OUT045,674.319553660867
FDC37,OUT010,230.63358725981863
FDJ60,OUT027,4361.693056045578
DRQ35,OUT046,2042.7037515717589
NCJ06,OUT046,2043.27710315309
NCY42,OUT018,1940.7897691134306
DRM37,OUT049,3209.9872517734184
FDR14,OUT045,808.0733688825597
FDE51,OUT049,804.1608144254009
FDT33,OUT017,2746.3629148991367
FDR08,OUT013,1878.8181880208554
FDE36,OUT010,479.98641688060553
FDL22,OUT019,237.84833790998667
FDR44,OUT013,2016.4950838667896
FDI56,OUT019,237.89130320700895
FDE47,OUT010,281.99769896955434
FDV27,OUT010,194.21859075132744
FDV10,OUT049,781.7105259604352
FDC40,OUT045,1279.3218975187453
NCX41,OUT013,3331.366381111024
NCQ38,OUT027,2702.143893084439
FDV12,OUT027,2686.115208330707
FDE52,OUT017,1417.514091334253
FDG20,OUT027,4736.8624621099025
FDV16,OUT027,1110.2762699768352
FDI32,OUT017,1781.1134047544783
FDJ32,OUT049,999.2053974459035
FDN39,OUT018,2525.5701307869463
FDY34,OUT017,2817.0124739681173
FDC14,OUT035,679.8387273608747
FDA55,OUT017,3976.073183468499
FDZ50,OUT010,496.04698354525294
DRG13,OUT049,2726.4967516107877
FDP01,OUT013,2382.224490390167
NCG54,OUT017,2837.5040495254793
FDM13,OUT045,2027.4866241220755
NCO18,OUT027,4979.277801650428
NCW41,OUT013,2447.2582645269126
FDM52,OUT027,3806.845272294986
NCF55,OUT035,654.2169362663708
FDT09,OUT046,2268.9184083679393
NCM19,OUT035,1764.845963784795
FDW12,OUT018,2039.5713983546552
FDP15,OUT019,596.3604097096677
FDK36,OUT045,762.471335977783
FDZ25,OUT035,3008.99255850877
NCW06,OUT049,3123.926330787011
FDW60,OUT046,2950.6368077919997
DRC49,OUT013,2413.7287373754693
NCT17,OUT035,3071.2802843981976
NCN06,OUT018,2435.936770151766
FDC45,OUT013,2825.6349509731767
DRJ47,OUT019,447.87781677243635
NCF06,OUT045,4005.3046440675075
FDE21,OUT010,250.8516251733855
DRG27,OUT013,659.1781123595912
FDW40,OUT049,2325.8797069935376
NCO53,OUT046,2885.198298424161
FDE23,OUT049,809.4639355065076
FDQ16,OUT046,1761.6666954573343
FDS26,OUT045,3989.782839636876
FDZ13,OUT010,129.64476331234366
FDS14,OUT049,2636.2760313032777
FDC10,OUT045,1847.466140870753
FDY16,OUT049,3148.2160966441024
FDJ20,OUT035,2022.3555187795137
FDV43,OUT035,690.7900204248539
FDZ32,OUT027,2791.291081971217
FDR23,OUT046,2673.146031897373
FDN24,OUT035,832.5102562167547
FDE34,OUT027,5094.098433314963
FDU31,OUT013,3482.6259294757874
FDW33,OUT018,1512.9237337427392
FDU26,OUT046,2094.277560578257
FDE20,OUT027,4489.352101130743
NCW05,OUT035,1641.3745930656578
FDB22,OUT018,2194.18707448535
FDO56,OUT046,2067.3929933124396
FDA19,OUT027,3302.6347056273253
DRI39,OUT045,893.099607417701
FDH52,OUT018,805.8078723801337
FDZ50,OUT035,3073.0855494792336
NCN42,OUT035,2456.897035287605
FDB53,OUT013,2429.0811765314347
DRG11,OUT017,1717.0920481283301
DRK11,OUT027,3794.599372591501
FDQ60,OUT017,2038.846603440893
FDT36,OUT017,617.7873833217509
DRG25,OUT018,2748.897136044915
DRJ23,OUT046,2986.752887394215
FDG05,OUT035,2730.9656819628053
NCK06,OUT018,1805.5310529227654
FDU52,OUT017,2475.3860287227876
FDW07,OUT018,1310.1821597645328
NCM17,OUT045,725.0251825620851
FDA22,OUT045,2740.140091918001
NCA41,OUT018,2932.2727688625246
FDF38,OUT035,681.5785599957218
FDH52,OUT046,1036.3881751169167
FDY58,OUT019,586.5884143243803
FDZ16,OUT045,3111.164971771145
NCM18,OUT017,1043.1547585750222
FDA22,OUT018,2447.048736036466
NCJ43,OUT035,2873.384372578708
FDI34,OUT027,6145.104649842983
FDG56,OUT046,1018.1593974548476
FDS34,OUT046,1991.7023905655951
DRC01,OUT035,811.3784573678361
FDQ04,OUT035,718.1124847500469
FDK04,OUT035,908.65024916685
FDT51,OUT049,1895.717966797011
FDV26,OUT017,3208.2604462073427
FDS04,OUT049,2331.7035729693084
FDW43,OUT018,3104.2457628423253
FDQ28,OUT010,372.60575529278884
NCK06,OUT017,2105.768226570864
FDS23,OUT018,1905.5221318605088
FDZ36,OUT019,521.9179349606619
FDE56,OUT018,848.0721361802803
FDW10,OUT027,4809.164968931221
NCN14,OUT045,2786.6774477599606
NCQ18,OUT045,1519.6640489773904
FDW08,OUT017,1765.8804991869622
FDU43,OUT035,4089.355147416416
FDR33,OUT010,249.01862732389955
FDM24,OUT010,389.78785944600406
NCZ05,OUT046,1786.4760242415055
NCV41,OUT035,1842.584874240636
FDV11,OUT018,2820.0284602368256
NCY05,OUT035,648.5536296099627
FDV44,OUT018,2788.4250633011006
FDW32,OUT049,1334.3358819892521
NCU18,OUT027,3656.66581153047
NCC43,OUT035,3941.850561396496
FDW19,OUT013,1972.2681418023012
FDN31,OUT035,3121.0027182248705
FDI48,OUT045,759.0379117047628
FDS24,OUT017,1361.129761867592
FDF46,OUT049,1921.1779670366648
DRG23,OUT017,2523.6771141334093
FDG14,OUT018,2161.46738979104
NCY30,OUT049,2912.2924345713186
FDO28,OUT018,1796.507436975389
DRD24,OUT035,2375.5077314906625
FDI33,OUT049,1451.3700143220767
FDN32,OUT046,2856.2407203772523
FDR16,OUT045,3818.2628110022742
FDF26,OUT046,2427.290689808111
NCN29,OUT018,675.2523364016888
FDE20,OUT045,2948.9456073541487
FDA46,OUT046,3283.6213829043277
FDU28,OUT045,2932.7056447072955
FDQ48,OUT045,1558.2380446118484
FDV36,OUT013,1994.8483293559052
FDR14,OUT018,745.3321543414531
FDP23,OUT017,3763.2926303898776
FDP56,OUT013,693.9535849237479
FDK48,OUT010,193.11814041083653
FDR48,OUT046,2390.505268729538
NCY29,OUT049,908.4715366169552
FDM22,OUT018,717.128617232596
DRJ01,OUT013,2563.238991774706
FDZ43,OUT045,4013.5973434859898
FDV03,OUT035,2584.9893074646757
FDX11,OUT027,5036.318768462067
NCA41,OUT027,5295.383468964153
FDE38,OUT017,2638.013961596743
FDI27,OUT018,628.4149862477136
FDN32,OUT013,3209.093401452046
NCN43,OUT017,2102.7642156758866
FDB47,OUT027,5435.328336093697
FDV03,OUT017,2546.196105966987
NCN30,OUT045,1521.0123827106177
NCV54,OUT010,270.5543849591857
FDV07,OUT013,1863.8384738332452
FDP07,OUT049,3154.576402774384
FDK48,OUT018,1091.7937216941255
FDM15,OUT019,340.6555652290502
FDY19,OUT027,3003.391384647846
FDK46,OUT046,3724.0455179151636
FDY11,OUT045,1116.9802455396084
FDH09,OUT046,848.1182942858308
FDO08,OUT027,4354.773835907593
FDU14,OUT013,4223.212578057067
FDD22,OUT027,2882.946113391745
FDM27,OUT017,2686.4531425196833
FDL02,OUT027,2788.5252224624787
NCA17,OUT035,2472.9847443775443
FDE38,OUT019,424.0395595452711
NCG07,OUT049,3141.45199165743
DRC27,OUT013,4195.431157289237
FDA27,OUT035,3994.7798608144494
FDW40,OUT045,2376.847538713336
DRI11,OUT013,1882.8369075808837
FDN50,OUT046,1533.6734662192323
FDR12,OUT046,2916.0303673314324
FDT34,OUT027,2725.061209285904
FDW11,OUT035,1020.3465894196911
NCO30,OUT027,5113.750296163012
FDZ34,OUT017,3215.265943042401
FDU45,OUT017,1933.0057919072167
NCD42,OUT035,642.6046472526756
FDX25,OUT045,2811.305849725784
NCR29,OUT046,900.6743343008177
FDX43,OUT019,449.9206965262537
FDB04,OUT010,184.200022941803
FDR49,OUT027,1340.5489940079297
FDS39,OUT018,1883.9159471342573
FDW58,OUT045,1615.704499911718
FDG22,OUT019,95.18124456382421
FDG31,OUT017,1059.8745724643259
NCV53,OUT027,6054.608712226344
DRJ37,OUT035,2607.2034003124877
FDV07,OUT035,1758.8616404653533
FDW52,OUT018,2480.848932329485
FDT15,OUT045,2955.0226374006456
FDD02,OUT018,1734.1120657918375
FDM16,OUT035,1243.304948962303
NCE55,OUT046,2705.454834631752
FDB57,OUT018,3003.3843298490083
FDQ04,OUT013,677.4325159480388
FDQ47,OUT019,116.53579763984727
FDY14,OUT019,801.138642112327
DRK37,OUT017,3044.5010675367525
FDO25,OUT017,3678.9588514635257
FDL57,OUT046,3900.6169201831085
NCK29,OUT018,1852.5458531009613
FDK46,OUT027,5941.335373782058
NCB43,OUT010,464.81257921039816
DRE01,OUT027,6132.553827160429
FDC46,OUT018,2813.9839824714254
FDQ23,OUT045,1673.7756328893954
FDX38,OUT049,844.8895174407211
FDG60,OUT018,3556.2884957976844
FDW55,OUT017,4099.301838952485
FDP39,OUT013,693.0323697204643
FDB20,OUT018,1177.2022791950021
FDV21,OUT017,2152.337611595711
FDZ02,OUT013,1544.7841491564989
FDP19,OUT027,3305.5681083445797
FDA38,OUT035,3985.376138227549
FDH22,OUT045,2033.5981745285335
DRM11,OUT045,3924.5425177566312
FDO12,OUT027,5143.812691550357
FDT14,OUT049,1983.396942134095
FDW34,OUT010,626.3132304353516
FDG04,OUT027,5106.093522510857
FDW59,OUT018,1253.3721972893688
FDR33,OUT018,1536.7867332378958
FDP32,OUT013,1952.1695794283264
FDL13,OUT027,6181.73015824752
FDD22,OUT013,1908.4969756350201
FDV40,OUT027,2054.3521685099663
NCD55,OUT046,653.9475036714949
FDQ20,OUT010,115.8036009199836
FDD28,OUT045,880.9620143089668
FDC39,OUT045,3466.555877892752
NCR17,OUT049,1977.3883272874314
DRO35,OUT018,1673.0143872118608
FDF40,OUT049,4006.3372393432387
FDR31,OUT018,1971.440283079147
NCQ41,OUT017,3136.397271113008
FDP38,OUT046,816.9540602090195
NCU54,OUT027,5449.198107081378
FDG22,OUT018,523.0440910413992
DRK59,OUT013,3963.6046671516033
FDC37,OUT046,1747.6773406567147
NCO42,OUT013,2462.1704249907807
NCT42,OUT017,2485.866839467392
FDX27,OUT035,1528.1950950888536
FDV40,OUT018,1070.9213637446248
FDT45,OUT027,1655.3966836204484
FDS47,OUT019,244.82076798666475
FDR45,OUT035,4018.459319921192
FDB03,OUT045,3844.70790202754
FDO49,OUT035,831.2545930676825
FDU60,OUT027,4397.967185481715
FDB26,OUT018,694.4793828041779
FDB46,OUT017,3839.427251751995
FDQ37,OUT019,494.5890947230637
FDN03,OUT017,4112.984456402957
NCX30,OUT045,3904.825322186185
FDK32,OUT019,366.7224181612873
DRM47,OUT013,3169.476085176114
NCO02,OUT046,1118.9109301666795
FDP04,OUT013,889.5701336429814
NCO43,OUT049,1642.6246941933005
FDD59,OUT013,1315.3941793626882
FDQ10,OUT017,2925.900606999278
FDW45,OUT035,2506.041884943685
NCK30,OUT049,4273.323154637942
FDU31,OUT018,2989.1843722905387
NCQ17,OUT019,350.04135713821546
FDN01,OUT017,2763.2143044779664
FDZ19,OUT049,3057.9532853979863
DRG37,OUT017,2551.210747279087
FDE32,OUT045,638.3242166086327
FDO34,OUT049,2782.834848249107
FDM04,OUT019,143.2054137833189
FDZ25,OUT049,2957.586016247794
